fold,sample_index,tissue_label,class_id,split
1,2434,Skin,14,val
3,301,Breast,3,train
3,2065,HeadNeck,7,train
2,253,Breast,3,train
2,1277,Bile-duct,1,train
2,1623,Colon,5,train
3,1022,Cervix,4,train
2,1082,Esophagus,6,train
1,2444,Skin,14,train
1,2584,Uterus,18,test
2,1451,Bile-duct,1,test
1,852,Colon,5,train
3,2003,HeadNeck,7,train
1,1293,Pancreatic,12,train
3,552,Breast,3,train
2,938,Thyroid,17,train
3,1884,Colon,5,train
1,1050,Lung,10,train
3,2606,Uterus,18,train
1,579,Breast,3,train
2,2046,Liver,9,val
3,494,Breast,3,train
1,946,Prostate,13,val
1,674,Breast,3,train
3,150,Breast,3,train
1,1621,Bile-duct,1,val
2,953,Skin,14,train
1,93,Breast,3,train
2,1711,Colon,5,test
1,1914,Colon,5,train
3,2391,Skin,14,val
2,2326,Stomach,15,test
1,1912,Colon,5,train
1,229,Breast,3,train
1,2152,HeadNeck,7,train
3,546,Breast,3,train
1,69,Breast,3,train
1,176,Breast,3,train
2,1845,HeadNeck,7,train
1,1492,Colon,5,test
2,311,Breast,3,train
3,427,Breast,3,val
1,2277,Ovarian,11,test
2,555,Breast,3,train
3,2,Breast,3,train
1,22,Breast,3,train
1,1960,Colon,5,train
1,1357,Cervix,4,train
1,2030,Colon,5,train
2,764,Colon,5,train
3,834,Breast,3,train
3,1191,Adrenal_gland,0,train
2,1169,Adrenal_gland,0,val
3,935,Lung,10,train
3,1449,Adrenal_gland,0,train
3,1488,Bile-duct,1,train
1,347,Breast,3,train
3,423,Breast,3,train
2,1147,Pancreatic,12,test
2,1765,Colon,5,train
1,2373,Prostate,13,train
2,1257,Testis,16,train
1,1159,Cervix,4,train
3,2226,Liver,9,train
1,430,Breast,3,train
2,1731,Colon,5,train
3,2382,Skin,14,val
1,1609,Bile-duct,1,train
3,2049,HeadNeck,7,val
1,1612,Bile-duct,1,train
2,1960,HeadNeck,7,test
1,1780,Cervix,4,train
2,2267,Skin,14,train
1,666,Breast,3,train
2,349,Breast,3,train
1,743,Colon,5,train
2,283,Breast,3,train
2,1604,Colon,5,train
3,1286,Testis,16,train
3,1127,Adrenal_gland,0,train
1,155,Breast,3,train
2,661,Breast,3,train
2,1195,Bile-duct,1,train
2,1528,Breast,3,train
1,307,Breast,3,train
2,766,Colon,5,train
3,1131,Adrenal_gland,0,test
2,2099,Liver,9,test
1,64,Breast,3,train
3,1342,Bile-duct,1,train
1,1488,Colon,5,train
3,1309,Testis,16,train
2,1758,Colon,5,train
3,1616,Breast,3,train
3,1650,Breast,3,train
2,260,Breast,3,train
2,810,Kidney,8,val
1,1840,Colon,5,train
1,9,Breast,3,train
2,2352,Stomach,15,train
2,2294,Skin,14,train
3,204,Breast,3,train
2,1436,Bile-duct,1,test
2,1434,Bile-duct,1,train
1,1222,Esophagus,6,train
1,2012,Colon,5,train
3,881,Prostate,13,val
1,2396,Prostate,13,val
2,1252,Testis,16,train
2,912,Lung,10,train
1,1351,Cervix,4,train
2,1883,HeadNeck,7,train
3,2364,Prostate,13,train
3,1471,Bile-duct,1,train
2,2147,Ovarian,11,val
3,2458,Testis,16,test
3,308,Breast,3,train
3,2355,Prostate,13,val
1,2139,HeadNeck,7,train
2,2360,Testis,16,train
2,1611,Colon,5,train
1,2310,Ovarian,11,train
2,2459,Colon,5,train
2,2248,Skin,14,train
2,1234,Testis,16,test
2,365,Breast,3,train
2,819,Bladder,2,train
3,113,Breast,3,train
3,1649,Breast,3,train
1,584,Breast,3,train
2,1905,HeadNeck,7,train
3,695,Breast,3,train
2,1503,Bladder,2,train
2,518,Breast,3,train
2,635,Breast,3,train
3,1336,Bile-duct,1,train
3,1502,Bile-duct,1,val
3,357,Breast,3,train
1,1274,Adrenal_gland,0,train
3,2188,Liver,9,train
1,752,Colon,5,train
2,1601,Colon,5,train
1,873,Lung,10,val
3,1008,Thyroid,17,test
3,678,Breast,3,train
1,96,Breast,3,train
2,2395,Thyroid,17,train
2,1261,Testis,16,train
1,937,Prostate,13,train
1,108,Breast,3,train
3,2117,HeadNeck,7,val
3,649,Breast,3,train
3,1273,Bile-duct,1,train
1,110,Breast,3,train
1,1194,Adrenal_gland,0,train
3,266,Breast,3,train
3,1843,Colon,5,train
3,1299,Testis,16,val
1,1070,Thyroid,17,test
3,1126,Adrenal_gland,0,test
3,478,Breast,3,train
3,231,Breast,3,train
3,2415,Stomach,15,train
2,299,Breast,3,train
2,1493,Bladder,2,train
2,2503,Colon,5,train
1,216,Breast,3,train
1,2375,Prostate,13,val
3,2642,Colon,5,train
3,906,Esophagus,6,train
2,2050,Liver,9,train
1,916,Kidney,8,val
1,1385,Bile-duct,1,test
2,1035,Adrenal_gland,0,train
3,2108,HeadNeck,7,train
3,1626,Breast,3,train
2,537,Breast,3,train
3,999,Uterus,18,test
2,1341,Adrenal_gland,0,train
3,534,Breast,3,train
2,841,Kidney,8,test
2,1547,Breast,3,train
1,2224,Liver,9,train
3,341,Breast,3,train
2,1895,HeadNeck,7,train
3,727,Colon,5,train
1,1071,Thyroid,17,val
2,1564,Cervix,4,train
1,2240,Liver,9,train
2,1509,Breast,3,train
3,2440,Stomach,15,test
3,1344,Bile-duct,1,train
1,1119,Esophagus,6,test
1,2571,Thyroid,17,train
1,1307,Adrenal_gland,0,train
1,1497,Colon,5,train
2,924,Lung,10,test
2,490,Breast,3,train
1,1656,Bile-duct,1,train
2,142,Breast,3,train
1,968,Stomach,15,train
1,1707,Breast,3,train
3,1148,Esophagus,6,train
3,878,Prostate,13,test
2,432,Breast,3,train
2,1730,Colon,5,train
3,106,Breast,3,train
3,1728,Colon,5,test
2,622,Breast,3,train
1,2124,HeadNeck,7,train
2,605,Breast,3,train
2,268,Breast,3,train
1,740,Colon,5,train
2,83,Breast,3,train
2,1929,HeadNeck,7,test
3,1833,Colon,5,train
1,1254,Esophagus,6,train
2,987,Thyroid,17,test
3,1258,Bile-duct,1,train
2,1958,HeadNeck,7,train
3,914,Esophagus,6,test
2,2286,Skin,14,val
3,815,Colon,5,train
2,51,Breast,3,train
1,2047,Colon,5,test
3,2444,Stomach,15,train
1,2102,HeadNeck,7,train
1,874,Lung,10,train
1,257,Breast,3,train
2,1599,Colon,5,train
3,1428,Adrenal_gland,0,train
2,558,Breast,3,train
2,1718,Colon,5,train
2,2120,Ovarian,11,train
1,2470,Stomach,15,val
1,1296,Pancreatic,12,train
3,780,Colon,5,train
2,1934,HeadNeck,7,test
3,2518,Thyroid,17,train
2,2264,Skin,14,val
1,1039,Lung,10,train
1,1087,Skin,14,train
1,964,Colon,5,train
1,643,Breast,3,train
3,2069,HeadNeck,7,train
1,1933,Colon,5,train
3,957,Uterus,18,train
2,2368,Testis,16,val
1,2053,Colon,5,train
1,1696,Breast,3,train
2,536,Breast,3,train
1,254,Breast,3,train
3,917,Esophagus,6,train
3,379,Breast,3,train
1,592,Breast,3,train
2,629,Breast,3,train
1,2232,Liver,9,train
3,548,Breast,3,train
1,441,Breast,3,train
2,1954,HeadNeck,7,train
3,1657,Breast,3,train
3,1556,Bladder,2,val
1,1131,Esophagus,6,train
2,105,Breast,3,train
1,1770,Cervix,4,train
2,516,Breast,3,train
1,1700,Breast,3,train
1,2369,Prostate,13,train
2,164,Breast,3,train
1,105,Breast,3,train
3,953,Lung,10,train
2,2116,Lung,10,test
2,306,Breast,3,train
3,821,Lung,10,test
1,2155,HeadNeck,7,train
3,901,Esophagus,6,train
3,978,Uterus,18,train
3,66,Breast,3,train
2,59,Breast,3,train
2,96,Breast,3,train
2,2475,Colon,5,train
1,776,Colon,5,train
3,95,Breast,3,train
2,240,Breast,3,train
3,2457,Testis,16,test
3,996,Uterus,18,train
1,761,Colon,5,train
2,1759,Colon,5,train
2,270,Breast,3,train
3,2300,Ovarian,11,train
2,1033,Adrenal_gland,0,train
1,3,Breast,3,train
1,323,Breast,3,test
2,81,Breast,3,train
1,525,Breast,3,train
3,986,Uterus,18,train
3,1820,Colon,5,train
1,195,Breast,3,train
3,2037,HeadNeck,7,train
3,2073,HeadNeck,7,train
1,437,Breast,3,train
3,2503,Thyroid,17,test
2,1246,Testis,16,train
1,386,Breast,3,train
1,318,Breast,3,train
3,1726,Colon,5,train
1,1590,Bile-duct,1,train
1,1054,Lung,10,test
3,1535,Bile-duct,1,train
2,717,Colon,5,train
1,180,Breast,3,train
2,1841,Esophagus,6,train
2,1998,HeadNeck,7,train
1,1022,Pancreatic,12,test
2,626,Breast,3,train
3,1955,Esophagus,6,train
2,1805,Colon,5,train
2,1690,Colon,5,train
1,1482,Colon,5,train
2,1191,Cervix,4,val
1,1228,Esophagus,6,train
2,40,Breast,3,train
1,1334,Cervix,4,test
2,366,Breast,3,test
1,1705,Breast,3,train
1,440,Breast,3,train
3,493,Breast,3,test
1,731,Breast,3,train
3,1684,Cervix,4,train
2,1123,Adrenal_gland,0,test
3,994,Uterus,18,val
1,397,Breast,3,train
2,1994,HeadNeck,7,train
3,2524,Uterus,18,test
2,413,Breast,3,train
3,943,Lung,10,val
2,1486,Bladder,2,train
2,1442,Bile-duct,1,train
2,232,Breast,3,train
3,114,Breast,3,train
3,1538,Bile-duct,1,train
3,2263,Lung,10,val
3,540,Breast,3,train
1,373,Breast,3,train
2,2013,HeadNeck,7,train
3,1450,Adrenal_gland,0,train
2,983,Thyroid,17,val
1,57,Breast,3,train
3,1189,Adrenal_gland,0,train
3,2490,Thyroid,17,train
3,2564,Uterus,18,test
1,1136,Esophagus,6,train
1,496,Breast,3,train
2,1349,Adrenal_gland,0,train
2,1287,Bile-duct,1,test
3,2237,Liver,9,train
2,1153,Adrenal_gland,0,train
3,1476,Bile-duct,1,val
2,2282,Skin,14,train
1,371,Breast,3,train
1,1515,Colon,5,train
2,2283,Skin,14,train
3,167,Breast,3,train
3,830,Lung,10,train
2,55,Breast,3,train
3,797,Colon,5,train
2,470,Breast,3,train
2,1510,Breast,3,train
3,2531,Uterus,18,train
3,2674,Colon,5,train
3,135,Breast,3,train
3,110,Breast,3,train
1,699,Breast,3,train
3,1350,Colon,5,train
2,278,Breast,3,train
1,2324,Pancreatic,12,train
2,453,Breast,3,train
3,2096,HeadNeck,7,train
1,2367,Prostate,13,val
3,213,Breast,3,train
3,56,Breast,3,train
3,2189,Liver,9,val
2,2072,Liver,9,test
1,1959,Colon,5,train
3,2304,Ovarian,11,test
3,2455,Testis,16,test
1,1392,Bile-duct,1,train
1,568,Breast,3,train
1,2199,Liver,9,test
2,290,Breast,3,train
3,329,Breast,3,train
3,1275,Bile-duct,1,train
3,1575,Bladder,2,val
1,2182,Kidney,8,test
2,1792,Colon,5,train
1,1578,Bile-duct,1,train
1,2181,Kidney,8,test
2,1732,Colon,5,train
2,90,Breast,3,train
3,975,Uterus,18,train
2,1042,Adrenal_gland,0,train
2,1985,HeadNeck,7,test
2,1531,Breast,3,train
2,2343,Stomach,15,train
3,1651,Breast,3,train
3,164,Breast,3,train
2,1727,Colon,5,train
1,275,Breast,3,train
1,426,Breast,3,val
1,2250,Liver,9,train
2,988,Thyroid,17,train
3,668,Breast,3,test
3,1232,Cervix,4,train
1,2050,Colon,5,train
1,563,Breast,3,train
2,679,Colon,5,train
3,100,Breast,3,train
3,2005,HeadNeck,7,test
1,2632,Colon,5,train
1,206,Breast,3,train
2,1683,Colon,5,train
1,1838,Colon,5,train
1,2314,Pancreatic,12,train
2,251,Breast,3,train
3,179,Breast,3,train
3,1850,Colon,5,train
3,42,Breast,3,train
1,2110,HeadNeck,7,val
2,2105,Liver,9,train
2,1657,Colon,5,train
2,1477,Bladder,2,train
3,1838,Colon,5,train
1,2429,Skin,14,train
1,1555,Adrenal_gland,0,train
1,308,Breast,3,train
1,2651,Colon,5,train
1,2348,Pancreatic,12,train
1,2623,Colon,5,train
2,1886,HeadNeck,7,test
1,1800,Cervix,4,train
2,1258,Testis,16,train
2,2234,Prostate,13,test
2,2069,Liver,9,train
2,2319,Stomach,15,train
1,2469,Stomach,15,test
2,1117,Adrenal_gland,0,train
1,2206,Liver,9,test
2,1972,HeadNeck,7,train
2,2394,Thyroid,17,train
3,2221,Liver,9,train
3,786,Colon,5,train
1,1200,Adrenal_gland,0,train
2,1867,HeadNeck,7,train
2,2307,Skin,14,test
2,2181,Pancreatic,12,train
1,2190,Liver,9,train
2,1636,Colon,5,train
1,2219,Liver,9,val
3,67,Breast,3,train
3,748,Colon,5,train
3,193,Breast,3,train
3,1062,Esophagus,6,train
3,38,Breast,3,train
2,996,Esophagus,6,val
3,1225,Cervix,4,val
3,1863,Colon,5,train
2,1803,Colon,5,train
2,2448,Colon,5,train
1,641,Breast,3,train
1,2286,Ovarian,11,val
2,315,Breast,3,train
1,1465,Bile-duct,1,train
3,520,Breast,3,train
1,1760,Cervix,4,train
3,1003,Uterus,18,train
1,2365,Prostate,13,test
2,2199,Pancreatic,12,train
2,2512,Colon,5,train
2,1940,HeadNeck,7,train
1,2269,Ovarian,11,val
1,1771,Cervix,4,val
3,2193,Liver,9,train
1,1490,Colon,5,train
1,526,Breast,3,train
1,39,Breast,3,train
1,726,Breast,3,train
1,1289,Pancreatic,12,train
2,2314,Skin,14,train
1,2301,Ovarian,11,val
2,1859,HeadNeck,7,train
2,1302,Colon,5,train
3,1076,Cervix,4,train
2,1441,Bile-duct,1,val
3,1320,Bile-duct,1,train
3,1567,Bladder,2,train
3,1931,Colon,5,train
3,2009,HeadNeck,7,val
3,1516,Bile-duct,1,train
2,2163,Pancreatic,12,train
2,275,Breast,3,train
3,2344,Prostate,13,val
1,686,Breast,3,train
2,1812,Esophagus,6,train
1,588,Breast,3,train
1,449,Breast,3,train
2,927,Lung,10,train
1,656,Breast,3,train
2,347,Breast,3,train
3,1590,Bladder,2,test
3,2585,Uterus,18,val
3,1592,Bladder,2,train
1,2479,Stomach,15,train
2,1345,Adrenal_gland,0,train
1,1027,Lung,10,train
2,1423,Bile-duct,1,train
2,2400,Thyroid,17,train
3,2691,Colon,5,train
1,723,Breast,3,train
2,1386,Adrenal_gland,0,test
1,258,Breast,3,train
3,2460,Testis,16,val
3,1723,Colon,5,train
1,1023,Pancreatic,12,train
3,636,Breast,3,train
3,1636,Breast,3,train
1,2065,Esophagus,6,train
2,770,Colon,5,train
3,2091,HeadNeck,7,train
2,125,Breast,3,train
2,1292,Bile-duct,1,train
2,799,Kidney,8,train
3,2048,HeadNeck,7,train
2,739,Colon,5,train
1,556,Breast,3,train
3,1147,Adrenal_gland,0,train
1,2045,Colon,5,train
3,750,Colon,5,train
1,1910,Colon,5,train
3,1623,Breast,3,train
3,2610,Uterus,18,train
1,2589,Uterus,18,val
1,1733,Breast,3,train
1,1821,Cervix,4,train
3,1441,Adrenal_gland,0,train
3,1565,Bladder,2,train
1,86,Breast,3,train
2,601,Breast,3,train
3,194,Breast,3,train
3,927,Esophagus,6,train
3,10,Breast,3,train
2,1412,Bile-duct,1,val
2,301,Breast,3,train
2,997,Esophagus,6,train
3,211,Breast,3,train
2,1851,HeadNeck,7,train
3,2292,Ovarian,11,train
3,2118,HeadNeck,7,val
1,1454,Bile-duct,1,train
3,309,Breast,3,train
2,672,Breast,3,train
2,1974,HeadNeck,7,train
2,1847,HeadNeck,7,train
3,2675,Colon,5,train
1,165,Breast,3,train
2,2134,Ovarian,11,train
3,2438,Stomach,15,val
1,2633,Colon,5,test
2,1541,Breast,3,train
3,1201,Adrenal_gland,0,train
1,139,Breast,3,train
1,1989,Colon,5,train
2,1508,Breast,3,train
3,7,Breast,3,train
1,998,Esophagus,6,val
2,2485,Colon,5,test
1,1879,Colon,5,train
1,1878,Colon,5,train
1,2545,Thyroid,17,train
3,2180,Liver,9,test
3,141,Breast,3,train
1,601,Breast,3,train
1,1648,Bile-duct,1,val
3,1474,Bile-duct,1,train
1,301,Breast,3,train
2,2430,Uterus,18,train
2,687,Colon,5,train
2,1181,Cervix,4,train
3,543,Breast,3,train
3,241,Breast,3,train
3,1135,Adrenal_gland,0,train
2,2504,Colon,5,train
2,1595,Colon,5,train
3,1861,Colon,5,train
1,2595,Colon,5,train
3,2683,Colon,5,train
3,2219,Liver,9,train
3,1070,Esophagus,6,train
1,1744,Breast,3,train
2,2165,Pancreatic,12,test
2,623,Breast,3,train
3,1330,Bile-duct,1,train
3,647,Breast,3,train
3,380,Breast,3,train
3,2646,Colon,5,train
1,784,Colon,5,train
1,1786,Cervix,4,test
3,2043,HeadNeck,7,train
3,1555,Bladder,2,test
1,2161,HeadNeck,7,train
2,197,Breast,3,train
3,501,Breast,3,train
2,1479,Bladder,2,train
2,1639,Colon,5,train
1,1303,Adrenal_gland,0,train
3,876,Prostate,13,train
3,51,Breast,3,train
1,790,Colon,5,train
3,310,Breast,3,train
1,749,Colon,5,train
1,1713,Breast,3,train
2,936,Thyroid,17,train
1,2003,Colon,5,train
3,495,Breast,3,train
3,1518,Bile-duct,1,train
2,800,Kidney,8,train
3,1835,Colon,5,train
3,2041,HeadNeck,7,train
2,1366,Adrenal_gland,0,train
1,2553,Thyroid,17,train
1,1943,Colon,5,train
1,446,Breast,3,train
1,294,Breast,3,train
2,775,Lung,10,test
3,737,Colon,5,train
3,1072,Esophagus,6,train
1,2361,Prostate,13,train
1,1180,Adrenal_gland,0,train
3,1321,Bile-duct,1,train
2,2353,Stomach,15,test
1,1566,Adrenal_gland,0,train
1,894,Lung,10,train
2,1868,HeadNeck,7,train
3,60,Breast,3,train
2,450,Breast,3,train
2,223,Breast,3,train
1,2331,Pancreatic,12,val
2,1752,Colon,5,train
3,1762,Colon,5,train
3,579,Breast,3,train
2,2396,Thyroid,17,test
1,455,Breast,3,train
2,2225,Prostate,13,train
1,150,Breast,3,train
2,874,Esophagus,6,train
2,1071,Adrenal_gland,0,train
3,1904,Colon,5,train
1,159,Breast,3,test
2,1331,Colon,5,test
2,1313,Colon,5,train
1,725,Breast,3,train
3,793,Colon,5,train
3,962,Uterus,18,val
2,1162,Adrenal_gland,0,train
3,1418,Adrenal_gland,0,train
1,2279,Ovarian,11,val
3,1552,Bile-duct,1,test
1,2504,Stomach,15,test
2,1720,Colon,5,train
3,384,Breast,3,train
2,604,Breast,3,train
3,1939,Colon,5,train
1,1201,Adrenal_gland,0,train
2,2266,Skin,14,val
1,2435,Skin,14,val
1,1726,Breast,3,train
3,1754,Colon,5,train
2,933,Thyroid,17,train
2,702,Colon,5,train
1,1953,Colon,5,train
1,365,Breast,3,train
1,302,Breast,3,train
3,663,Breast,3,train
3,2464,Testis,16,train
3,1720,Colon,5,train
2,32,Breast,3,train
1,2131,HeadNeck,7,train
2,611,Breast,3,val
2,400,Breast,3,train
1,1586,Bile-duct,1,train
2,36,Breast,3,train
2,736,Colon,5,train
3,1945,Colon,5,train
3,1962,Esophagus,6,train
2,435,Breast,3,train
1,870,Lung,10,train
1,2293,Ovarian,11,test
3,1153,Esophagus,6,test
1,1616,Bile-duct,1,train
3,850,Prostate,13,val
3,376,Breast,3,train
3,1246,Cervix,4,train
1,1863,Colon,5,train
2,2265,Skin,14,val
2,1756,Colon,5,train
2,2393,Thyroid,17,test
3,1020,Skin,14,val
3,879,Prostate,13,train
3,1341,Bile-duct,1,train
2,545,Breast,3,train
3,2427,Stomach,15,train
3,2161,Kidney,8,test
2,396,Breast,3,train
1,1421,Testis,16,test
1,1170,Cervix,4,train
1,922,Prostate,13,val
3,1064,Esophagus,6,train
3,2102,HeadNeck,7,train
3,205,Breast,3,train
1,411,Breast,3,train
2,1710,Colon,5,train
1,1181,Adrenal_gland,0,train
1,1956,Colon,5,train
2,1990,HeadNeck,7,train
3,52,Breast,3,train
3,1710,Colon,5,train
3,770,Colon,5,train
3,1562,Bladder,2,val
1,2386,Prostate,13,train
1,2551,Thyroid,17,val
3,1328,Bile-duct,1,train
2,134,Breast,3,train
3,1935,Colon,5,train
2,637,Breast,3,train
3,816,Lung,10,train
3,725,Colon,5,train
3,1853,Colon,5,train
3,2133,Kidney,8,train
2,1059,Adrenal_gland,0,train
3,128,Breast,3,train
1,50,Breast,3,train
1,557,Breast,3,train
2,101,Breast,3,train
2,1014,Esophagus,6,train
3,1969,Esophagus,6,val
3,531,Breast,3,train
3,1581,Bladder,2,test
3,2321,Pancreatic,12,train
1,1536,Adrenal_gland,0,train
2,2357,Testis,16,train
2,1762,Colon,5,train
2,427,Breast,3,train
2,1140,Pancreatic,12,val
2,247,Breast,3,train
1,1236,Esophagus,6,train
3,1901,Colon,5,train
1,2532,Testis,16,test
1,1540,Adrenal_gland,0,train
1,2501,Stomach,15,train
1,1297,Pancreatic,12,train
2,1524,Breast,3,train
3,1214,Adrenal_gland,0,train
3,2510,Thyroid,17,train
3,753,Colon,5,train
2,1963,HeadNeck,7,train
2,1256,Testis,16,val
1,1313,Adrenal_gland,0,train
1,890,Lung,10,train
1,1074,Thyroid,17,train
2,977,Thyroid,17,train
3,646,Breast,3,train
3,666,Breast,3,train
3,2252,Liver,9,val
3,2520,Thyroid,17,test
2,29,Breast,3,train
1,1861,Colon,5,train
3,643,Breast,3,train
3,318,Breast,3,train
3,111,Breast,3,train
2,2228,Prostate,13,test
1,1682,Breast,3,train
1,788,Colon,5,train
3,2634,Colon,5,train
1,553,Breast,3,train
3,448,Breast,3,train
1,2340,Pancreatic,12,train
3,1143,Adrenal_gland,0,train
3,1405,Adrenal_gland,0,test
1,1752,Cervix,4,val
2,2005,HeadNeck,7,train
1,661,Breast,3,train
2,523,Breast,3,train
1,2638,Colon,5,train
3,116,Breast,3,train
1,1582,Bile-duct,1,test
2,2125,Ovarian,11,train
2,1,Breast,3,train
3,2357,Prostate,13,train
2,515,Breast,3,train
1,2430,Skin,14,train
1,1412,Testis,16,test
1,366,Breast,3,train
1,1995,Colon,5,train
2,564,Breast,3,train
2,1926,HeadNeck,7,train
3,1811,Colon,5,train
2,1426,Bile-duct,1,train
1,1356,Cervix,4,test
3,1121,Adrenal_gland,0,train
3,1108,Adrenal_gland,0,val
1,1854,Colon,5,train
2,2210,Pancreatic,12,test
1,1905,Colon,5,train
1,2410,Prostate,13,test
3,1782,Colon,5,train
3,2175,Liver,9,train
2,106,Breast,3,train
1,1237,Esophagus,6,train
1,342,Breast,3,train
2,1640,Colon,5,train
3,2337,Prostate,13,val
1,1811,Cervix,4,test
1,358,Breast,3,train
1,520,Breast,3,train
3,105,Breast,3,train
1,990,Esophagus,6,train
1,1317,Adrenal_gland,0,test
3,2236,Liver,9,train
2,532,Breast,3,train
1,898,Breast,3,train
3,1464,Adrenal_gland,0,val
1,2270,Ovarian,11,test
2,2480,Colon,5,train
2,1540,Breast,3,test
3,238,Breast,3,train
2,1053,Adrenal_gland,0,val
3,959,Uterus,18,test
1,2600,Colon,5,train
3,2558,Uterus,18,test
2,940,Thyroid,17,test
1,1837,Colon,5,train
2,1021,Esophagus,6,train
3,735,Colon,5,train
1,2056,Colon,5,train
2,655,Breast,3,train
3,126,Breast,3,train
3,954,Lung,10,val
3,607,Breast,3,train
2,132,Breast,3,train
2,226,Breast,3,train
2,2309,Skin,14,val
2,2519,Colon,5,train
3,1268,Bile-duct,1,train
1,1111,Thyroid,17,train
2,1251,Testis,16,test
1,2625,Colon,5,train
2,1844,Esophagus,6,test
2,2367,Testis,16,val
1,1589,Bile-duct,1,test
3,115,Breast,3,train
1,1831,Colon,5,train
2,1848,HeadNeck,7,train
3,2316,Pancreatic,12,test
1,851,Colon,5,train
2,1767,Colon,5,train
3,283,Breast,3,train
3,2211,Liver,9,train
1,561,Breast,3,train
2,793,Breast,3,train
3,818,Lung,10,train
1,251,Breast,3,val
3,1542,Bile-duct,1,train
3,1044,Esophagus,6,train
2,1304,Colon,5,train
2,767,Colon,5,train
1,1439,Testis,16,train
3,382,Breast,3,train
3,939,Lung,10,test
3,1164,Esophagus,6,train
2,2026,Kidney,8,test
2,377,Breast,3,train
3,652,Breast,3,train
3,2071,HeadNeck,7,val
2,312,Breast,3,train
3,766,Colon,5,train
3,777,Colon,5,train
2,2482,Colon,5,train
3,2640,Colon,5,train
1,545,Breast,3,train
2,522,Breast,3,train
2,1918,HeadNeck,7,train
3,2061,HeadNeck,7,train
3,696,Breast,3,train
1,1379,Bile-duct,1,train
3,2197,Liver,9,train
2,163,Breast,3,train
2,1760,Colon,5,train
3,768,Colon,5,train
2,1782,Colon,5,train
3,2168,Liver,9,train
2,459,Breast,3,train
2,1224,Testis,16,val
1,1391,Bile-duct,1,train
3,2139,Kidney,8,val
2,1997,HeadNeck,7,val
3,1316,Bile-duct,1,train
1,375,Breast,3,train
2,1652,Colon,5,train
1,565,Breast,3,train
3,1370,Colon,5,train
3,2625,Uterus,18,train
1,2312,Ovarian,11,val
1,51,Breast,3,train
1,1961,Colon,5,train
3,2141,Kidney,8,val
1,2508,Stomach,15,train
1,2417,Skin,14,train
2,451,Breast,3,train
2,915,Lung,10,train
2,1018,Esophagus,6,train
2,2495,Colon,5,train
1,681,Breast,3,test
3,1114,Adrenal_gland,0,train
1,2087,Esophagus,6,val
3,677,Breast,3,train
3,1489,Bile-duct,1,train
2,2112,Lung,10,train
1,1551,Adrenal_gland,0,train
1,779,Colon,5,train
3,483,Breast,3,train
3,2439,Stomach,15,train
2,578,Breast,3,train
2,1766,Colon,5,train
2,1076,Esophagus,6,train
1,2239,Liver,9,train
1,926,Breast,3,train
3,1709,Colon,5,train
3,89,Breast,3,train
2,2351,Stomach,15,test
3,207,Breast,3,train
2,728,Colon,5,train
1,2455,Skin,14,train
1,2134,HeadNeck,7,test
3,489,Breast,3,train
2,1010,Esophagus,6,val
3,1967,Esophagus,6,train
1,2046,Colon,5,train
3,101,Breast,3,train
1,800,Colon,5,test
3,555,Breast,3,train
1,1028,Lung,10,train
1,1988,Colon,5,train
2,1600,Colon,5,train
3,2487,Thyroid,17,test
2,2427,Thyroid,17,val
2,1802,Colon,5,train
2,783,Breast,3,train
2,1077,Esophagus,6,test
2,674,Breast,3,train
1,2622,Colon,5,train
2,1912,HeadNeck,7,train
2,1900,HeadNeck,7,train
2,1285,Bile-duct,1,train
3,1279,Bile-duct,1,train
1,456,Breast,3,train
3,209,Breast,3,train
2,408,Breast,3,train
2,1968,HeadNeck,7,val
1,2475,Stomach,15,test
2,52,Breast,3,train
2,100,Breast,3,train
3,1661,Breast,3,train
2,165,Breast,3,train
2,1173,Cervix,4,train
1,2098,HeadNeck,7,train
2,17,Breast,3,train
1,1036,Lung,10,train
1,986,Esophagus,6,train
3,1381,Colon,5,train
1,1433,Testis,16,train
1,1521,Adrenal_gland,0,train
3,189,Breast,3,train
2,2001,HeadNeck,7,train
2,630,Breast,3,train
1,575,Breast,3,train
1,310,Breast,3,train
2,1582,Colon,5,train
3,2072,HeadNeck,7,train
2,747,Colon,5,train
1,746,Colon,5,train
3,2157,Kidney,8,val
1,1892,Colon,5,val
1,379,Breast,3,train
3,1549,Bile-duct,1,train
3,2403,Skin,14,val
3,236,Breast,3,train
2,1806,Colon,5,train
2,1622,Colon,5,train
3,995,Uterus,18,train
3,1897,Colon,5,train
3,521,Breast,3,train
2,151,Breast,3,train
2,945,Thyroid,17,val
2,2109,Lung,10,test
3,1511,Bile-duct,1,train
2,1043,Adrenal_gland,0,train
3,5,Breast,3,val
1,1939,Colon,5,train
3,1958,Esophagus,6,train
1,2283,Ovarian,11,val
3,524,Breast,3,train
2,2111,Lung,10,test
2,2262,Skin,14,train
2,675,Breast,3,train
2,2115,Lung,10,train
3,9,Breast,3,train
3,1410,Adrenal_gland,0,train
1,1571,Adrenal_gland,0,train
3,1303,Testis,16,train
2,2362,Testis,16,train
2,1569,Cervix,4,train
3,1141,Adrenal_gland,0,train
1,1792,Cervix,4,train
2,1596,Colon,5,train
2,648,Breast,3,train
3,2205,Liver,9,test
3,1558,Bladder,2,val
3,2198,Liver,9,train
1,1577,Bile-duct,1,train
